,Nome,Sobrenome,Nacionalidade,Posição,Clube,Liga,Idade,Ano em que nasceu,Jogos em que entrou,Jogos Iniciados,Minutos jogados,90 min jogados,Gols,Assistências,G+A,Gols Normais,Penâltis Batidos,Penâltis Tentados,Cartões Amarelos,Cartões Vermelhos,Gols esperados,Gols normais previstos,Gols Assistidos Esperados,"Gols esperados,exceto pênaltis,+gols assistidos",Carregada Progressiva,Passes Progressivos,Passes Progressivos Recebidos,Gols/90min,Assis/90min,(Gols+Assis)/90min,Gols Normais/90min,(Gols normais+Assis)/90min,Gols previstos por 90min,Gols Assistidos esperados em 90min, Gols esperados+gols previstos em 90min,Gols normais previstos em 90min,"Gols esperados,exceto pênaltis,+gols assistidos em 90min"
1344,Ethan,Mbappé, FRA,LT,Paris S-G, Ligue 1,16,2006,1,0,1.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1345,Kylian,Mbappé, FRA,AT,Paris S-G, Ligue 1,25,1998,16,15,133.0,14.8,18,2,20,13,5,6,2,2,14.9,10.0,2.9,"12,9",73.0,74.0,168.0,"1,22","0,14","1,35","0,88","1,02","1,01","0,19","1,20","0,68","0,87"
1346,Malick,Mbaye, SEN,"LT,AT",Metz, Ligue 1,19,2004,4,1,145.0,1.6,0,0,0,0,0,0,1,1,0.4,0.4,0.2,"0,6",8.0,1.0,17.0,"0,00","0,00","0,00","0,00","0,00","0,27","0,12","0,39","0,27","0,39"
1347,Mamadou,Mbaye, SEN,ZG,Cádiz, La Liga,25,1998,4,2,288.0,3.2,0,0,0,0,0,0,2,2,0.3,0.3,0.0,"0,3",0.0,4.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,11","0,00","0,11","0,11","0,11"
1348,Chancel,Mbemba, COD,ZG,Marseille, Ligue 1,29,1994,16,16,1437.0000000000002,16.0,2,1,3,2,0,0,0,0,1.3,1.3,0.2,"1,5",11.0,71.0,4.0,"0,13","0,06","0,19","0,13","0,19","0,08","0,01","0,09","0,08","0,09"
1349,Nolan,Mbemba, CGO,LT,Le Havre, Ligue 1,28,1995,5,0,16.0,0.2,1,0,1,1,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,2.0,1.0,"5,63","0,00","5,63","5,63","5,63","0,23","0,00","0,23","0,23","0,23"
1350,Bryan,Mbeumo, CMR,AT,Brentford,Premier League,24,1999,15,15,1286.0,14.3,7,3,10,4,3,3,1,1,8.5,6.2,2.7,"8,9",49.0,65.0,131.0,"0,49","0,21","0,70","0,28","0,49","0,60","0,19","0,79","0,43","0,62"
1351,Jordi,Mboula, ESP,"AT,LT",Hellas Verona, Serie A,24,1999,7,3,212.0,2.4,0,1,1,0,0,0,0,0,0.2,0.2,0.3,"0,5",8.0,3.0,14.0,"0,00","0,42","0,42","0,00","0,42","0,08","0,13","0,21","0,08","0,21"
1352,Nathanael,Mbuku, FRA,AT,Augsburg, Bundesliga,21,2002,1,0,5.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,1",1.0,1.0,4.0,"0,00","0,00","0,00","0,00","0,00","0,56","0,69","1,25","0,56","1,25"
1353,James,Mcatee,ENG,LT,Sheffield Utd,Premier League,21,2002,14,10,914.0,10.2,1,1,2,1,0,0,2,2,1.1,1.1,0.6,"1,7",27.0,23.0,58.0,"0,10","0,10","0,20","0,10","0,20","0,11","0,06","0,17","0,11","0,17"
1354,James,Mcatee,ENG,LT,Manchester City,Premier League,21,2002,1,0,1.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1355,Oliver,McBurnie,SCO,AT,Sheffield Utd,Premier League,27,1996,10,7,586.0,6.5,2,1,3,1,1,1,5,5,2.4,1.6,0.7,"2,3",2.0,16.0,29.0,"0,31","0,15","0,46","0,15","0,31","0,36","0,10","0,47","0,24","0,35"
1356,James,McConnell,ENG,LT,Liverpool,Premier League,19,2004,1,0,1.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1357,John,McGinn,SCO,"LT,AT",Aston Villa,Premier League,29,1994,18,18,153.0,17.0,4,2,6,4,0,0,4,4,2.1,2.1,2.6,"4,7",28.0,108.0,53.0,"0,24","0,12","0,35","0,24","0,35","0,12","0,15","0,28","0,12","0,28"
1358,Scott,McKenna,SCO,ZG,Nott'ham Forest,Premier League,27,1996,5,5,416.0,4.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,"0,4",1.0,10.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,05","0,04","0,08","0,05","0,08"
1359,Weston,McKennie, USA,"LT,AT",Juventus, Serie A,25,1998,17,15,1333.0,14.8,0,2,2,0,0,0,4,4,1.3,1.3,1.4,"2,6",33.0,39.0,77.0,"0,00","0,14","0,14","0,00","0,14","0,08","0,09","0,18","0,08","0,18"
1360,Dwight,McNeil,ENG,"LT,AT",Everton,Premier League,24,1999,15,14,1203.0,13.4,2,3,5,2,0,0,0,0,1.7,1.7,4.6,"6,3",37.0,39.0,59.0,"0,15","0,22","0,37","0,15","0,37","0,13","0,34","0,47","0,13","0,47"
1361,Scott,McTominay,SCO,LT,Manchester Utd,Premier League,27,1996,15,12,1059.0,11.8,5,0,5,5,0,0,0,0,3.5,3.5,0.4,"3,9",12.0,35.0,31.0,"0,42","0,00","0,42","0,42","0,42","0,30","0,03","0,33","0,30","0,33"
1362,Facundo,Medina, ARG,ZG,Lens, Ligue 1,24,1999,15,14,1277.0,14.2,1,1,2,1,0,0,6,6,0.5,0.5,0.7,"1,2",25.0,118.0,8.0,"0,07","0,07","0,14","0,07","0,14","0,04","0,05","0,09","0,04","0,09"
1363,Ben,Mee,ENG,ZG,Brentford,Premier League,34,1989,9,8,672.0,7.5,1,0,1,1,0,0,0,0,0.5,0.5,0.3,"0,7",7.0,32.0,6.0,"0,13","0,00","0,13","0,13","0,13","0,06","0,04","0,10","0,06","0,10"
1364,Marvin,Mehlem, GER,LT,Darmstadt 98, Bundesliga,26,1997,13,13,972.0,10.8,3,2,5,3,0,0,3,3,3.6,3.6,0.7,"4,3",22.0,35.0,50.0,"0,28","0,19","0,46","0,28","0,46","0,33","0,07","0,40","0,33","0,40"
1365,Bamo,Meïté, CIV,ZG,Marseille, Ligue 1,22,2001,7,0,90.0,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,"0,1",0.0,2.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,06","0,00","0,06","0,06","0,06"
1366,Bamo,Meïté, CIV,ZG,Lorient, Ligue 1,22,2001,2,2,146.0,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,1.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1367,Hannibal,Mejbri, TUN,LT,Manchester Utd,Premier League,20,2003,4,1,132.0,1.5,1,0,1,1,0,0,1,1,0.0,0.0,0.4,"0,4",2.0,6.0,9.0,"0,68","0,00","0,68","0,68","0,68","0,02","0,26","0,27","0,02","0,27"
1368,Óscar,Melendo, ESP,"LT,AT",Granada, La Liga,26,1997,13,10,776.0,8.6,0,0,0,0,0,0,2,2,0.2,0.2,0.4,"0,5",16.0,29.0,17.0,"0,00","0,00","0,00","0,00","0,00","0,02","0,04","0,06","0,02","0,06"
1369,Gonzalo,Melero, ESP,"LT,AT",Almería, La Liga,29,1994,15,8,726.0,8.1,0,1,1,0,0,0,2,2,0.7,0.7,0.7,"1,4",17.0,32.0,21.0,"0,00","0,12","0,12","0,00","0,12","0,08","0,08","0,17","0,08","0,17"
1370,Birger,Meling, NOR,ZG,Rennes, Ligue 1,29,1994,1,0,16.0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,"0,2",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,80","0,00","0,80","0,80","0,80"
1371,Arthur,Melo, BRA,LT,Fiorentina, Serie A,27,1996,17,14,1172.0,13.0,0,1,1,0,0,0,1,1,0.1,0.1,1.4,"1,4",12.0,81.0,20.0,"0,00","0,08","0,08","0,00","0,08","0,01","0,10","0,11","0,01","0,11"
1372,Houboulang,Mendes, GNB,ZG,Almería, La Liga,25,1998,7,4,396.0,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",5.0,9.0,6.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,00","0,01"
1373,Tomás,Mendes, ESP,LT,Alavés, La Liga,19,2004,1,0,6.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1374,Brais,Méndez, ESP,"LT,AT",Real Sociedad, La Liga,26,1997,16,15,1293.0,14.4,2,3,5,2,0,0,5,5,1.6,1.6,1.6,"3,1",28.0,65.0,73.0,"0,14","0,21","0,35","0,14","0,35","0,11","0,11","0,22","0,11","0,22"
1375,Diego,Méndez, ESP,LT,Rayo Vallecano, La Liga,20,2003,1,0,5.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",1.0,1.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1376,Antoine,Mendy, FRA,ZG,Nice, Ligue 1,19,2004,2,1,91.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,2.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1377,Benjamin,Mendy, FRA,"ZG,AT",Lorient, Ligue 1,29,1994,8,3,358.0,4.0,1,0,1,1,0,0,3,3,0.4,0.4,1.0,"1,4",14.0,18.0,43.0,"0,25","0,00","0,25","0,25","0,25","0,10","0,25","0,34","0,10","0,34"
1378,Ferland,Mendy, FRA,ZG,Real Madrid, La Liga,28,1995,10,9,723.0,8.0,0,0,0,0,0,0,2,2,0.1,0.1,0.4,"0,4",8.0,31.0,48.0,"0,00","0,00","0,00","0,00","0,00","0,01","0,05","0,05","0,01","0,05"
1379,Formose,Mendy, SEN,ZG,Lorient, Ligue 1,22,2001,10,8,762.0,8.5,0,0,0,0,0,0,3,3,0.1,0.1,0.0,"0,1",10.0,30.0,9.0,"0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,01","0,01","0,01"
1380,Nampalys,Mendy, SEN,LT,Lens, Ligue 1,31,1992,6,3,239.0,2.7,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",6.0,21.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,01","0,01","0,01"
1381,Teden,Mengi,ENG,ZG,Luton Town,Premier League,21,2002,12,10,952.0,10.6,1,0,1,1,0,0,1,1,0.2,0.2,0.0,"0,2",5.0,19.0,0.0,"0,09","0,00","0,09","0,09","0,09","0,02","0,00","0,02","0,02","0,02"
1382,Chris,Mepham,WAL,ZG,Bournemouth,Premier League,26,1997,5,2,178.0,2.0,0,0,0,0,0,0,1,1,0.1,0.1,0.0,"0,1",1.0,4.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,04","0,01","0,05","0,04","0,05"
1383,Jorge,Meré, ESP,ZG,Cádiz, La Liga,26,1997,6,4,328.0,3.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,"0,1",0.0,4.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,03","0,00","0,03","0,03","0,03"
1384,Alex,Meret, ITA,G,Napoli, Serie A,26,1997,15,15,135.0,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1385,Mikel,Merino, ESP,LT,Real Sociedad, La Liga,27,1996,15,13,1159.0,12.9,1,2,3,1,0,0,4,4,1.7,1.7,1.4,"3,1",12.0,60.0,43.0,"0,08","0,16","0,23","0,08","0,23","0,13","0,11","0,24","0,13","0,24"
1386,Quentin,Merlin, FRA,ZG,Nantes, Ligue 1,21,2002,15,14,1193.0,13.3,0,1,1,0,0,0,0,0,0.7,0.7,1.1,"1,8",30.0,86.0,61.0,"0,00","0,08","0,08","0,00","0,08","0,05","0,08","0,13","0,05","0,13"
1387,Junior,Messias, BRA,"AT,ZG",Genoa, Serie A,32,1991,6,3,270.0,3.0,1,0,1,1,0,0,0,0,0.7,0.7,0.7,"1,4",15.0,8.0,20.0,"0,33","0,00","0,33","0,33","0,33","0,23","0,23","0,46","0,23","0,46"
1388,Thomas,Meunier, BEL,ZG,Dortmund, Bundesliga,32,1991,4,3,258.0,2.9,0,0,0,0,0,0,0,0,0.4,0.4,0.1,"0,5",6.0,10.0,12.0,"0,00","0,00","0,00","0,00","0,00","0,13","0,03","0,16","0,13","0,16"
1389,Bastien,Meupiyou, FRA,ZG,Nantes, Ligue 1,17,2006,1,1,8.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1390,Alexander,Meyer, GER,G,Dortmund, Bundesliga,32,1991,1,0,65.0,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1391,Omenuke,Mfulu, COD,"LT,AT",Las Palmas, La Liga,29,1994,5,1,82.0,0.9,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",1.0,1.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1392,Sven,Michel, GER,"AT,LT",Augsburg, Bundesliga,33,1990,11,5,434.0,4.8,1,1,2,0,1,1,2,2,1.0,0.2,0.3,"0,6",4.0,11.0,25.0,"0,21","0,21","0,41","0,00","0,21","0,21","0,07","0,29","0,05","0,12"
1393,Georges,Mikautadze, GEO,AT,Metz, Ligue 1,23,2000,3,3,258.0,2.9,2,1,3,2,0,0,0,0,1.2,1.2,0.1,"1,3",9.0,8.0,14.0,"0,70","0,35","1,05","0,70","1,05","0,42","0,03","0,45","0,42","0,45"
1394,Nikola,Milenković, SRB,ZG,Fiorentina, Serie A,26,1997,15,13,1215.0,13.5,0,0,0,0,0,0,2,2,0.2,0.2,0.4,"0,6",1.0,37.0,4.0,"0,00","0,00","0,00","0,00","0,00","0,01","0,03","0,04","0,01","0,04"
1395,Lewis,Miley,ENG,LT,Newcastle Utd,Premier League,17,2006,7,6,515.0,5.7,1,1,2,1,0,0,0,0,0.8,0.8,1.2,"2,0",5.0,22.0,30.0,"0,17","0,17","0,35","0,17","0,35","0,14","0,20","0,34","0,14","0,34"
1396,Arkadiusz,Milik, POL,AT,Juventus, Serie A,29,1994,16,3,475.0,5.3,2,1,3,2,0,0,2,2,2.6,2.6,2.0,"4,6",6.0,13.0,29.0,"0,38","0,19","0,57","0,38","0,57","0,49","0,37","0,87","0,49","0,87"
1397,Vanja,Milinković-Savić, SRB,G,Torino, Serie A,26,1997,16,16,144.0,16.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1398,Éder,Militão, BRA,ZG,Real Madrid, La Liga,25,1998,1,1,49.0,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",1.0,1.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1399,Luis,Milla, ESP,LT,Getafe, La Liga,29,1994,8,6,560.0,6.2,0,0,0,0,0,0,4,4,0.2,0.2,0.4,"0,6",9.0,29.0,8.0,"0,00","0,00","0,00","0,00","0,00","0,03","0,06","0,09","0,03","0,09"
1400,Enzo,Millot, FRA,"LT,AT",Stuttgart, Bundesliga,21,2002,14,12,1028.0,11.4,2,2,4,2,0,0,1,1,1.3,1.3,2.0,"3,3",24.0,64.0,85.0,"0,18","0,18","0,35","0,18","0,35","0,11","0,18","0,29","0,11","0,29"
1401,James,Milner,ENG,"ZG,LT",Brighton,Premier League,37,1986,11,7,525.0,5.8,0,1,1,0,0,0,3,3,0.0,0.0,0.7,"0,7",6.0,53.0,43.0,"0,00","0,17","0,17","0,00","0,17","0,01","0,12","0,13","0,01","0,13"
1402,Jovan,Milošević, SRB,AT,Stuttgart, Bundesliga,18,2005,4,0,27.0,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,1.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1403,Marko,Milovanović, SRB,"AT,LT",Almería, La Liga,20,2003,2,0,28.0,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1404,Kim,Min-jae, KOR,ZG,Bayern Munich, Bundesliga,27,1996,15,15,1317.0,14.6,1,0,1,1,0,0,2,2,0.6,0.6,0.2,"0,8",9.0,89.0,2.0,"0,07","0,00","0,07","0,07","0,07","0,04","0,02","0,06","0,04","0,06"
1405,Yerry,Mina, COL,"ZG,LT",Fiorentina, Serie A,29,1994,4,0,44.0,0.5,0,0,0,0,0,0,1,1,0.1,0.1,0.0,"0,1",0.0,2.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,12","0,00","0,12","0,12","0,12"
1406,Takumi,Minamino, JPN,LT,Monaco, Ligue 1,28,1995,16,13,1096.0,12.2,5,4,9,5,0,0,0,0,3.6,3.6,2.3,"5,9",23.0,53.0,108.0,"0,41","0,33","0,74","0,41","0,74","0,29","0,19","0,48","0,29","0,48"
1407,Lucas,Mincarelli, FRA,"ZG,LT",Montpellier, Ligue 1,19,2004,5,4,319.0,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",7.0,5.0,12.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1408,Tyrone,Mings,ENG,ZG,Aston Villa,Premier League,30,1993,1,1,30.0,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,02","0,07","0,09","0,02","0,09"
1409,Óscar,Mingueza, ESP,"ZG,LT",Celta Vigo, La Liga,24,1999,18,15,1407.9999999999998,15.6,1,1,2,1,0,0,2,2,1.9,1.9,1.9,"3,8",32.0,78.0,72.0,"0,06","0,06","0,13","0,06","0,13","0,12","0,12","0,25","0,12","0,25"
1410,Ignasi,Miquel, ESP,ZG,Granada, La Liga,31,1992,18,18,1575.0,17.5,0,1,1,0,0,0,3,3,0.9,0.9,0.9,"1,8",4.0,43.0,3.0,"0,00","0,06","0,06","0,00","0,06","0,05","0,05","0,10","0,05","0,10"
1411,Rafa,Mir, ESP,"AT,LT",Sevilla, La Liga,26,1997,12,2,245.0,2.7,1,0,1,1,0,0,1,1,0.8,0.8,0.3,"1,1",3.0,2.0,12.0,"0,37","0,00","0,37","0,37","0,37","0,29","0,11","0,40","0,29","0,40"
1412,Ignacio,Miramon, ARG,LT,Lille, Ligue 1,20,2003,2,1,39.0,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,"0,1",1.0,3.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,12","0,00","0,12","0,12","0,12"
1413,Aleksei,Miranchuk, RUS,"LT,AT",Atalanta, Serie A,28,1995,8,2,274.0,3.0,1,1,2,1,0,0,0,0,0.5,0.5,0.8,"1,2",7.0,14.0,22.0,"0,33","0,33","0,66","0,33","0,66","0,16","0,25","0,40","0,16","0,40"
1414,Juan,Miranda, ESP,ZG,Betis, La Liga,23,2000,11,10,828.0,9.2,0,1,1,0,0,0,3,3,0.7,0.7,1.2,"1,9",17.0,44.0,38.0,"0,00","0,11","0,11","0,00","0,11","0,08","0,13","0,21","0,08","0,21"
1415,Kevin,Miranda, ITA,ZG,Sassuolo, Serie A,20,2003,1,0,14.0,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1416,Antonio,Mirante, ITA,G,Milan, Serie A,40,1983,1,1,90.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1417,Fabio,Miretti, ITA,LT,Juventus, Serie A,20,2003,12,8,532.0,5.9,1,0,1,1,0,0,2,2,0.4,0.4,0.6,"0,9",9.0,18.0,24.0,"0,17","0,00","0,17","0,17","0,17","0,07","0,09","0,16","0,07","0,16"
1418,Filippo,Missori, ITA,ZG,Sassuolo, Serie A,19,2004,1,0,45.0,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,"0,1",3.0,2.0,2.0,"0,00","0,00","0,00","0,00","0,00","0,21","0,06","0,27","0,21","0,27"
1419,Tyrick,Mitchell,ENG,ZG,Crystal Palace,Premier League,24,1999,17,17,1447.0000000000002,16.1,1,1,2,1,0,0,3,3,0.5,0.5,0.9,"1,4",9.0,45.0,63.0,"0,06","0,06","0,12","0,06","0,12","0,03","0,06","0,09","0,03","0,09"
1420,Kaoru,Mitoma, JPN,AT,Brighton,Premier League,26,1997,17,13,1321.0,14.7,3,4,7,3,0,0,4,4,3.2,3.2,2.6,"5,7",109.0,59.0,211.0,"0,20","0,27","0,48","0,20","0,48","0,22","0,18","0,39","0,22","0,39"
1421,Aleksandar,Mitrović, SRB,AT,Fulham,Premier League,29,1994,1,0,33.0,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,"0,2",0.0,1.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,44","0,00","0,44","0,44","0,44"
1422,Stefan,Mitrović, SRB,ZG,Getafe, La Liga,33,1990,10,9,685.0,7.6,1,0,1,1,0,0,3,3,0.1,0.1,0.3,"0,4",4.0,19.0,2.0,"0,13","0,00","0,13","0,13","0,13","0,01","0,04","0,06","0,01","0,06"
1423,Maximilian,Mittelstädt, GER,ZG,Stuttgart, Bundesliga,26,1997,14,7,706.0,7.8,0,2,2,0,0,0,2,2,0.2,0.2,1.6,"1,8",26.0,52.0,44.0,"0,00","0,25","0,25","0,00","0,25","0,03","0,21","0,23","0,03","0,23"
1424,Henrikh,Mkhitaryan, ARM,LT,Inter, Serie A,34,1989,17,16,1344.0,14.9,2,4,6,2,0,0,1,1,2.3,2.3,2.8,"5,1",47.0,94.0,55.0,"0,13","0,27","0,40","0,13","0,40","0,16","0,18","0,34","0,16","0,34"
1425,Jakub,Moder, POL,"LT,AT",Brighton,Premier League,24,1999,3,0,29.0,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1426,Luka,Modrić, CRO,LT,Real Madrid, La Liga,38,1985,15,8,721.0,8.0,1,3,4,1,0,0,1,1,0.8,0.8,2.7,"3,5",19.0,87.0,46.0,"0,12","0,37","0,50","0,12","0,50","0,09","0,34","0,43","0,09","0,43"
1427,Terem,Moffi, NGA,AT,Nice, Ligue 1,24,1999,16,13,1099.0,12.2,6,2,8,5,1,1,2,2,5.8,5.0,2.2,"7,2",18.0,16.0,84.0,"0,49","0,16","0,66","0,41","0,57","0,47","0,18","0,65","0,41","0,59"
1428,Mostafa,Mohamed, EGY,AT,Nantes, Ligue 1,26,1997,15,12,1034.0,11.5,6,0,6,4,2,2,1,1,3.7,2.1,0.3,"2,5",11.0,9.0,60.0,"0,52","0,00","0,52","0,35","0,35","0,32","0,03","0,35","0,19","0,21"
1429,Kudus,Mohammed, GHA,"AT,LT",West Ham,Premier League,23,2000,15,9,873.0,9.7,6,1,7,6,0,0,3,3,1.8,1.8,1.3,"3,1",35.0,34.0,82.0,"0,62","0,10","0,72","0,62","0,72","0,19","0,13","0,32","0,19","0,32"
1430,Dion,Moise Sahi, CIV,"LT,AT",Strasbourg, Ligue 1,22,2001,10,4,339.0,3.8,1,1,2,1,0,0,0,0,2.0,2.0,0.7,"2,7",10.0,13.0,19.0,"0,27","0,27","0,53","0,27","0,53","0,53","0,20","0,72","0,53","0,72"
1431,Johan,Mojica, COL,"ZG,AT",Osasuna, La Liga,31,1992,11,8,722.0,8.0,0,1,1,0,0,0,0,0,0.8,0.8,1.3,"2,1",30.0,37.0,60.0,"0,00","0,12","0,12","0,00","0,12","0,10","0,16","0,26","0,10","0,26"
1432,Alberto,Moleiro, ESP,"AT,LT",Las Palmas, La Liga,20,2003,8,5,453.0,5.0,1,2,3,1,0,0,0,0,0.3,0.3,0.7,"1,0",19.0,15.0,58.0,"0,20","0,40","0,60","0,20","0,60","0,06","0,14","0,20","0,06","0,20"
1433,Nahuel,Molina, ARG,ZG,Atlético Madrid, La Liga,25,1998,15,11,869.0,9.7,2,1,3,2,0,0,1,1,0.8,0.8,1.2,"2,1",17.0,34.0,66.0,"0,21","0,10","0,31","0,21","0,31","0,09","0,13","0,21","0,09","0,21"
1434,Florent,Mollet, FRA,"LT,AT",Nantes, Ligue 1,32,1991,15,13,1132.0,12.6,3,3,6,3,0,0,3,3,3.5,3.5,1.2,"4,7",14.0,57.0,76.0,"0,24","0,24","0,48","0,24","0,48","0,28","0,10","0,38","0,28","0,38"
1435,Jon,Moncayola, ESP,LT,Osasuna, La Liga,25,1998,16,8,749.0,8.3,0,1,1,0,0,0,1,1,0.2,0.2,0.9,"1,1",8.0,39.0,18.0,"0,00","0,12","0,12","0,00","0,12","0,03","0,11","0,14","0,03","0,14"
1436,Ilario,Monterisi, ITA,ZG,Frosinone, Serie A,22,2001,15,12,1129.0,12.5,2,1,3,2,0,0,0,0,1.1,1.1,0.3,"1,4",2.0,41.0,16.0,"0,16","0,08","0,24","0,16","0,24","0,08","0,03","0,11","0,08","0,11"
1437,César,Montes, MEX,ZG,Almería, La Liga,26,1997,9,9,783.0,8.7,0,0,0,0,0,0,2,2,0.2,0.2,0.0,"0,3",2.0,22.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,03","0,01","0,03","0,03","0,03"
1438,Gonzalo,Montiel, ARG,ZG,Nott'ham Forest,Premier League,26,1997,4,1,168.0,1.9,0,0,0,0,0,0,2,2,0.1,0.1,0.1,"0,2",4.0,9.0,7.0,"0,00","0,00","0,00","0,00","0,00","0,05","0,06","0,11","0,05","0,11"
1439,Lorenzo,Montipò, ITA,G,Hellas Verona, Serie A,27,1996,17,17,153.0,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1440,Kieffer,Moore,WAL,"AT,LT",Bournemouth,Premier League,31,1992,7,0,100.0,1.1,1,0,1,1,0,0,0,0,1.1,1.1,0.2,"1,3",1.0,4.0,15.0,"0,90","0,00","0,90","0,90","0,90","0,96","0,19","1,16","0,96","1,16"
1441,Álvaro,Morata, ESP,AT,Atlético Madrid, La Liga,31,1992,17,14,1176.0,13.1,9,1,10,9,0,0,3,3,7.2,7.2,0.5,"7,6",13.0,15.0,47.0,"0,69","0,08","0,77","0,69","0,77","0,55","0,03","0,58","0,55","0,58"
1442,Diego,Moreira, POR,"AT,LT",Lyon, Ligue 1,19,2004,6,3,239.0,2.7,0,0,0,0,0,0,1,1,0.7,0.7,0.3,"1,0",10.0,11.0,20.0,"0,00","0,00","0,00","0,00","0,00","0,27","0,12","0,40","0,27","0,40"
